评论者id,简介,学校id,类型,最高学历,关注数,粉丝数,贴子数,回复数,评论数,学习时长
1030453908,,,1,5,1,0,0,0,0,498
1031269767,谢谢,,1,5,4,1,0,0,4,21989
1024483875,,,2,0,0,0,0,0,0,6437
1138376784,,,2,,0,0,0,14,0,3889
1139615781,,,2,,0,0,0,0,0,401
1034284325,,,3,,0,0,0,39,0,3814
1139281390,,,2,,0,0,0,0,0,1966
1138721868,,,2,,0,0,3,42,0,9477
1137804813,,,1,5,0,0,0,0,0,261
1139566953,,,2,,0,0,3,30,4,5685
1138176496,,,2,,0,0,0,1,0,560
1138116246,<p>段海晶，机械工程学院学生科长，应用心理学专业硕士毕业，从2012年开始在学校担任心理健康教育课程，积累了一定的授课经验。</p>,1203135801,,,0,3,0,0,0,1276
1020606340,自由 平等 博爱 ...,,1,0,2,1,0,3,0,1878
1032869759,,,1,0,1,0,0,0,0,5795
1139259948,,,1,,1,0,0,0,0,457
1022898419,,,1,,0,0,0,9,0,275
1136935423,"17级非法本法硕
MF1705066
俞安迪",,1,6,1,0,0,6,0,2437
1139530317,,,2,,0,0,0,58,0,851
1036091246,,,2,,0,0,0,38,1,2836
1139345286,,,2,,0,0,0,0,0,8555
1136624332,喜欢学习并不断成长,,2,0,0,0,0,2,0,2947
1024192898,,,1,5,0,0,0,0,0,1279
1035632161,,,2,,0,0,2,16,1,1446
1015299911,,,1,5,1,0,0,0,0,1618
1139953336,,,1,6,0,0,1,50,1,5274
1029809473,本人现就读于 塔里木大学 人文学院传媒系 广播电视学专业19-2班 （大学三年级）2019年6月毕业,,2,5,0,0,10,355,2,7248
1028707815,努力努力再努力,,1,,1,0,2,2,0,541
1138162780,,,2,,0,0,0,6,0,4751
1026441112,小生不才,,1,5,0,0,3,0,0,5899
1139441149,,,2,6,0,0,0,0,0,4893
1024957079,,,2,5,1,0,10,3,0,12345
1026916125,,,2,,0,0,0,0,0,2382
11862199,,,3,0,0,0,0,7,0,1427
1139090695,,,1,5,1,1,1,24,1,4149
6135983,,,3,0,0,0,0,0,0,7765
1137918131,,,1,,0,0,0,0,0,735
1020380177,,,3,5,1,1,0,1,0,3698
10997693,,,1,6,0,0,0,10,0,1303
1139046949,,,2,6,1,0,0,0,0,758
5108983,,,1,5,0,0,0,57,0,1823
1137885054,,,1,,1,0,1,37,0,1305
1139465933,,,2,,0,0,1,1,0,4012
1135577804,,,2,5,0,0,0,2,0,8142
1139892476,杨世琪,,1,5,0,0,0,1,0,198
1031009660,,,2,0,1,0,0,0,0,2051
1139345653,行走在莫比乌斯带上,,3,,0,0,0,0,0,340
1138958378,,,2,,0,0,0,0,0,432
1135199394,,,2,,0,0,9,56,0,2333
5418590,江苏省盐城市大丰区新丰小学陆允桃,,2,5,0,0,0,13,0,1849
1139215661,,,1,0,0,0,0,0,0,558
1033721699,,,2,,0,0,2,27,0,855
5371116,,,1,5,0,0,1,0,0,2257
1026113178,,,1,5,0,0,0,0,0,4565
1139311397,自我升值,,2,,0,0,0,1,0,1244
1137633072,,,1,5,4,0,0,0,0,7012
1139597894,但尽人事，莫问前程。,,1,5,0,0,0,0,0,1167
1137580490,,,1,,0,0,0,0,0,1259
1138777675,,,2,,0,0,0,102,0,2191
1136350969,,,2,,0,0,1,54,0,1215
9575642,,,1,6,0,0,0,0,0,1310
1136434901,,,2,0,0,0,4,22,0,2844
1016848503,守拙以清心，淡然而浅笑,,2,,1,0,0,1,0,1686
1137843170,,,2,0,0,0,0,0,0,2643
1021994558,有趣有盼，无灾无难,,1,6,0,0,2,155,0,5968
1139855431,,,,,0,0,0,0,0,417
1139284091,,,2,0,0,0,0,149,4,3115
1137018284,,,1,5,0,0,0,0,0,676
1139192799,,,2,,0,0,0,2,0,2245
1136785041,,,1,5,0,0,0,0,0,323
2750768,,,2,0,14,5,1,66,0,57570
1024890972,,,1,5,0,0,0,40,0,1535
1139780503,喜欢学习,,3,,0,0,1,1,0,808
1029819942,,,1,,0,0,0,0,0,687
3900193,,,2,,0,0,2,65,3,2389
1026680527,,,1,5,0,0,1,10,0,497
6292009,,,1,0,1,1,6,18,0,5831
1136414354,专业为医学及分子肿瘤医学。喜欢学习语言，已掌握日语、韩语和英语。,,2,,0,0,1,0,0,1068
1035760011,,,2,,0,0,0,53,0,2838
1139625039,,,2,,0,0,1,0,0,742
1137878102,,,2,,0,0,1,2,0,2639
1139677859,,,2,,1,0,0,0,0,960
1139488361,,,1,,0,0,0,0,0,243
1035078900,,,2,,0,0,0,0,0,2184
1138061998,,,1,5,0,0,0,0,0,2190
1015034206,很庆幸自己从事的是自己喜欢的职业，干一行爱一行，才能从中发现无穷的乐趣。闲暇之余喜欢接触新鲜事物，旅游和阅读是假期的主要内容。愿结天下朋友，共享人间乐事。,,2,5,0,0,6,270,30,2982
5735091,,,2,,1,0,0,0,0,807
1016233036,,,2,,0,0,1,28,0,874
1137063590,,,1,5,0,0,2,14,1,1150
1017865811,我是山东科技职业学院的一名老师。,,2,0,0,0,7,124,37,5116
1020164717,,,2,,0,0,3,145,0,1045
1137366348,,,3,0,4,0,1,1,0,2880
1021413663,,,3,0,0,0,8,46,2,4747
1135944155,scratch青少年编程老师,,2,5,0,0,0,0,0,1853
1035593387,喜欢文史哲，打过辩论赛，一名三本康复治疗学生,,2,5,0,0,0,0,0,3284
1027181398,,,1,5,0,0,0,0,0,31136
1138411900,,,2,,0,0,0,0,0,1740
1032176964,随性而活，开心一笑。,,1,0,0,0,0,0,0,4797
1137801257,,,1,5,0,0,0,0,0,378
1023680784,,,2,5,1,0,1,2,0,494
1139001632,,1444300161,,,0,0,0,4,0,10218
1028982235,,,1,0,0,0,0,0,0,1953
1016713631,,,1,,0,0,0,15,0,407
1139259491,,,1,0,0,0,10,18,0,10625
1139203741,,,2,,1,0,2,1,0,815
1139336312,,,2,,0,0,0,13,0,1157
1138521292,,,2,,0,1,1,1,4,2270
1017042949,,,1,5,11,1,5,6,0,33655
1029507479,,,1,3,0,0,1,22,0,5237
1135670112,不走回头路,,2,0,0,0,0,0,0,12229
2097021,,,2,,0,0,3,67,21,718
1034304253,树立终身学习理念，寻找有效学习途径，积极参与学习，遇到更好的自己。,,2,0,1,2,0,10,3,18235
1035773703,普通高中语文教师,,2,,0,0,0,0,0,672
1033990751,,,2,,0,0,0,2,0,1973
9427073,,,2,,0,0,0,6,0,1423
9750098,,,1,5,0,0,0,0,0,397
1030578807,,,1,5,0,0,0,5,0,741
1137653464,,,1,6,0,0,0,3,0,1456
1136269918,,,2,,0,0,1,65,0,6846
1135764232,梨花压海棠,,1,5,0,0,2,11,0,8424
1139113428,,,1,,0,0,0,0,0,1049
1034526318,健康是最大的财富！,,2,,5,0,17,53,0,6474
1137786812,,,1,5,0,0,0,0,0,3643
1139162238,,,1,,0,0,0,0,0,1826
1030140294,,,1,5,0,0,0,1,0,2645
1137873312,初中物理老师,,2,,0,0,0,5,0,1195
1138714682,,,1,5,0,0,2,1,0,3821
1024929589,一段路，一座桥。,,1,5,0,0,0,2,0,3923
11326226,,,1,0,1,0,3,1,0,2965
1135924750,,,1,,0,1,0,0,0,3713
1137772109,,,1,5,0,0,0,2,0,686
1136113361,,,2,,1,0,0,0,0,1205
1034235996,,,2,,0,0,1,34,0,2678
1138759206,本人本科方向水利水电工程，研究生方向岩土工程，生命不息，学习不止。,,2,0,1,0,0,0,0,7005
1023573179,,,1,5,0,0,0,4,0,3762
13003623,,,1,5,0,0,2,2,0,1511
1138205652,,,2,0,0,1,2,2,1,1354
1014741718,,,1,,1,0,1,11,1,499
1022431935,水唯善下方成海，山不矜高自及天,,2,0,5,21,113,411,73,30544
1031043853,,,1,6,2,0,1,0,0,2903
1139121806,,,2,0,0,0,0,0,0,4219
1024699158,,,2,5,0,0,0,9,0,2528
1030128421,,,1,5,0,0,0,7,5,119
5390262,,,1,,0,0,0,86,1,71
1030547061,,,2,,0,0,0,16,0,1619
1032152858,,,2,,0,0,0,0,0,1034
1135121866,,,2,,1,1,4,41,2,1358
5379475,,,2,,0,0,1,63,0,1705
3220031,,,1,0,0,0,1,278,27,1037
1138253716,,,2,0,0,0,0,6,0,2303
1031299918,,,1,5,0,1,1,152,12,3010
2302139,小学教师,,2,0,0,0,9,33,2,2843
1138802181,,,2,,1,0,0,3,0,1409
1138010960,,,2,,0,0,1,1,0,2905
1031889583,,,1,5,0,0,1,2,0,1180
1138867055,,,1,,0,0,0,0,0,480
1031626599,,,1,4,0,0,0,0,0,1000
1021484358,我已当爹好多年。,,2,,21,2,46,315,12,3195
1024024547,,,1,4,2,0,0,60,0,2317
1138632746,,,1,5,0,0,0,6,1,2844
1139083787,,,2,,0,0,0,1,0,478
1030627518,喜欢养生，喜欢教育，只是，越学越体会到，养生真的是一种生活方式，更是一种思想境界！教育亦是！父母自身的素质与修养在很大程度上影响子女的一生！,,3,,0,3,24,111,3,33384
1599892,,,2,0,1,0,3,6,0,4390
3136018,,,1,2,1,0,0,1,0,1365
1138766206,阳光的男孩，爱学习，爱运动,,1,5,0,0,0,0,0,404
1030160378,,,1,5,0,0,0,41,0,1219
1137383043,,,1,5,0,0,0,0,0,1759
1034025630,,,1,,0,0,0,0,0,995
2491693,,,2,0,7,3,0,46,0,65179
1034596525,,,2,,0,0,2,0,0,14772
1137341579,,,1,5,0,0,0,0,0,897
1030363270,,,1,5,2,0,0,1,0,6836
1034800821,,,2,,0,0,0,1,0,1281
1138899340,,,2,,1,0,0,1,0,947
1018164594,from zero to hero,,2,,1,0,0,6,0,1406
1136784076,,,2,0,0,0,0,0,0,537
2957389,,,2,0,1,0,12,509,7,16664
10524491,,,2,0,0,0,0,1,0,5149
1023132628,,,1,6,0,0,1,1,0,6380
1135709829,好好学习天天向上，加油,,2,5,2,0,0,0,0,4110
1021095604,,,2,,0,0,0,0,0,975
1030121559,,,1,5,0,0,0,0,0,2078
11405147,,,,,0,0,0,3,1,649
1135254076,,,2,0,4,0,0,9,0,13660
1025044833,,,1,0,0,0,0,0,0,19709
1034277208,,,2,,0,0,0,30,0,2922
1137926155,,,2,,0,0,1,1,0,3064
1137348243, ,,1,5,0,0,0,0,0,910
9844565,,,2,,27,10,9,552,119,30866
1026580720, ,,1,5,1,1,1,30,2,1809
1031878979,,,1,,0,0,1,25,0,2396
11080339,,,1,,0,1,10,318,0,5105
1137023656,,,2,0,0,0,0,0,0,5098
1031892005,,,1,5,0,0,0,48,1,3360
1025213451,,,2,5,0,0,0,0,0,707
1025848031,,,2,0,0,0,13,55,2,10138
1019313459,,,2,0,0,0,1,2,1,2086
2592645,,,2,,0,0,0,2,0,3891
1136734158,,,1,5,17,0,0,0,0,10907
1136761518,,,1,,0,0,0,0,0,703
1137071635,,,1,5,0,0,0,0,0,406
1033538479,,,2,,0,0,1,0,0,8963
1138181795,,,,,0,0,0,0,0,672
11346421,,,1,5,0,0,0,1,0,2535
1035073427,,,2,,0,0,0,7,0,8421
1137615569,,,1,,0,0,0,0,0,923
2615245,,,2,,1,0,1,10,0,824
1138543615,,,2,,0,0,2,98,0,3702
1018367381,,,2,0,1,0,2,3,1,3170
1137102180,为了更好的生活,,1,0,1,1,3,197,2,14449
1137112188,,,2,,0,0,4,21,0,6749
1033051041,,,1,5,1,0,0,0,0,2298
1023491443,,,1,5,0,0,0,0,0,4700
1027905801,,,1,0,0,0,0,42,0,6414
12748436,,,2,0,2,2,3,18,2,2837
1137514072,,1001327001,,,1,0,0,10,0,4659
1018574525,,,2,,0,0,0,0,0,3010
1033804184,低头做人，抬头做事！,,1,0,0,0,0,13,0,11825
1035493880,,,2,0,0,0,0,0,0,5448
2006546,,,3,0,2,2,11,205,10,9669
1138441122,好不好另说，坚持下去并希望越做越好！,,1,4,0,0,1,1,0,930
8910744,,,2,,1,0,0,0,0,525
1028867989,,,1,5,1,0,0,2,0,5029
1020172660,,,1,5,1,0,0,0,0,11930
1020004036,成就更好的自己,,1,5,0,0,0,0,0,9019
1031857558,,,1,5,0,0,3,5,0,20521
1030882066,纵奇袁，南京审计大学，金融工程专业。,,1,5,0,0,1,16,3,4324
1024235186,,,1,5,0,0,4,8,0,3719
1020602406,,,1,3,0,0,0,4,0,10436
1015699828,,,1,5,0,0,1,57,0,933
1027592275,,,2,,0,0,0,0,0,1211
1019928852,,,1,5,0,0,3,1,0,4573
1035797061,,,2,,0,0,0,0,0,1772
1137293065,,,1,5,0,0,1,6,0,1383
1016175904,教学骨干,,1,,0,0,1,23,0,1579
1015618575,,,2,3,4,2,3,37,9,11021
1136971199,,,1,0,1,0,0,0,0,7678
1022717506,,,2,0,0,0,2,8,0,2630
1021365169,,,1,5,0,0,2,12,0,4067
1015441509,,,2,,0,0,0,23,0,1791
1024802349,,,2,,0,0,0,80,0,6305
1024802349,,,2,,0,0,0,80,0,6305
1033647447,,,3,0,6,5,7,661,1,22631
1022734416,,,2,0,0,0,0,186,0,11728
1138074473,,,2,,0,0,0,0,0,1050
9753492,,,1,5,1,0,2,15,0,487
1136908950,,,1,5,0,0,0,16,0,1798
5379967,,,1,5,0,0,18,49,0,3354
1027184505,1983年9月参加工作,,2,,0,0,1,169,50,4570
1015771746,,,1,5,0,0,1,5,0,712
1135413158,,,2,,0,0,0,0,0,469
1137294843,,,3,,0,0,0,0,0,4294
1035769270,,,1,5,0,0,0,0,0,1764
1137294534,,,1,5,0,0,0,0,0,2952
1017761835,,,1,5,0,0,0,155,0,10279
1019779315,,,1,,0,0,0,1,0,3973
11820662,江苏省盐城市大丰区新丰小学  蔡霞,,2,5,1,0,0,67,0,132
1026922956,只要方向正确，就不怕路途遥远……,,2,,2,1,4,129,7,1391
1033376715,,,2,,0,4,10,84,3,5814
5443913,,,2,,0,0,1,41,3,1137
12422951,,,1,5,1,0,0,0,0,504
1031339258,,,1,5,0,0,0,0,0,847
1032882800,,,2,,1,0,0,0,0,3891
1025922397,,,1,5,0,0,0,0,0,3209
1138227405,抛开过去的包袱，一路向前冲吧！,,1,5,1,0,2,31,0,413
1021234749,希望是生命的阳光，行动是希望的翅膀,,1,5,0,0,0,0,0,11501
1024890922,我是一名职业中专的教师。,,2,,0,0,0,199,0,5796
1022872243,,,2,,0,0,0,0,0,1262
526274,创投者  培训讲师  健康管理师  营养师,,2,,0,2,0,152,1,59400
1028825286,,,2,,0,0,0,0,0,7058
1025853517,喜欢运动，喜欢经济类的东西，爱喝茶，喜欢文学。,,1,5,3,1,12,247,0,13830
1137627646,,,1,,0,0,3,1,0,1033
1017301966,,,2,,0,0,0,1,0,2209
1025960628,,,1,5,0,0,0,0,0,1121
1136121327,,,1,0,0,0,0,0,0,2805
1136128521,追求真理，热爱生活。,,1,6,1,0,0,0,0,5315
1137247769,,,2,,0,0,2,0,4,1214
1020379711,,,2,0,0,0,0,0,0,5529
1135308807,,,1,5,0,0,0,0,0,2285
1137667299,,,1,5,0,0,0,0,0,954
1029228823,,,1,6,0,0,1,0,0,498
1024832812,,,2,5,0,0,1,142,6,1413
1029149214,,,1,7,0,0,0,0,0,299
1138096069,现就读于苏州大学应用技术学院,,1,4,0,0,0,3,0,1035
1021305333,,,2,5,0,1,8,29,1,395
1020119411,,,1,0,0,0,0,0,0,78
2207372,,,1,0,0,0,0,3,0,2264
1035402016,,,2,,0,0,0,0,0,112
1033411615,,,2,0,0,0,0,0,0,3573
5448582,,,1,5,0,0,0,73,0,2152
11196861,,,1,6,0,0,0,0,0,3410
1137755766,,,2,,0,0,0,0,0,1132
1015336719,Keeping learning.,,1,5,0,0,0,0,0,831
1026855449,,,1,0,0,0,3,69,2,7794
10674870,,,2,,0,0,0,2,0,1406
5467421,,,1,,1,0,3,3,0,4516
1025034637,,,2,0,1,0,0,54,0,1147
1017870324,,,1,,0,0,3,44,0,189
5395157,,,2,,0,0,0,160,0,1011
1137911192,,,1,5,2,0,4,56,0,2115
1031458586,学习再启程！,,1,0,0,0,0,0,0,4494
7358482,,,1,,0,0,0,0,0,6420
1028780822,,,1,0,2,0,0,36,6,6175
1026270623,,,2,0,0,1,2,31,0,9928
1035483663,,,2,,1,0,0,93,2,1754
1021638542,迷迷糊糊的小书虫。,,1,6,0,0,0,0,0,5416
1014989220,,,1,,0,0,3,69,0,4149
1137478411,每一份耕耘就是一份收获,,2,,0,0,2,15,0,1917
1030554971,,,2,,0,0,1,0,0,1065
1016446042,,,1,,0,0,13,14,0,369
1027841199,,,2,,0,0,1,1,0,1156
1137892743,,,1,,0,0,0,0,0,115
1027212595,,,1,6,1,0,8,1,2,3064
1018675946,,,1,5,1,0,0,0,0,588
1033143811,做个有情怀的人。,,1,6,1,0,125,357,2,6434
1035430093,,,1,6,0,0,0,28,0,1894
1035775101,一见如“顾”,,2,,0,1,3,4,0,1725
1034032750,,,1,5,0,0,0,0,0,29096
1024212184,,,2,,3,0,11,91,71,4495
1023615142,,,2,,0,0,3,18,0,8231
1027553877,开心学mooc。,,3,0,18,17,9,2508,23,27371
1333707,会当凌绝顶，一览众山小。,,2,,10,0,4,85,7,20473
1017869608,,,1,,0,0,6,57,2,244
1028740995,,,2,,0,0,5,41,1,5252
7286036,,,1,6,0,0,1,34,1,7373
1135370819,准备终生学习的一个人,,2,,0,0,0,0,0,4822
1028337729,,,1,0,0,0,9,6,1,2111
1018622720,,,1,0,0,0,0,0,0,10612
5454206,,,1,,0,0,1,17,0,2710
1024911256,,,2,0,0,0,0,0,0,1476
1015075699,,,2,,0,0,0,0,0,3512
1035764883,,,2,,0,0,0,0,0,1412
1031594173,我想骄傲地昂首，向前走，不回头,,1,5,1,0,3,7,2,663
1028521972,,,2,6,0,0,0,0,0,2476
1025244495,,,1,0,0,0,0,0,0,1260
1022877216,,,1,,0,0,0,0,0,606
1025637438,一名带有伪文艺青年气质的理科男，涉猎广泛，知识体系杂而不精，有待进一步深入雕琢。,,1,0,76,28,14,2087,363,119989
1023375248,,,1,5,1,0,0,0,2,1126
1030038326,朴诚、奋勉、求实、创新,,1,5,1,0,6,35,3,775
1019466836,,,1,,0,0,0,0,0,920
1015534252,,,1,5,0,0,0,0,0,0
1034457176,,,2,,0,0,2,3,0,5701
1027198672,,,2,,0,1,8,147,36,3426
1019208610,,,1,6,2,0,0,14,0,5080
9230310,简简单单，安安静静。,,2,5,0,0,4,19,0,65
1025047571,,,2,,0,0,1,7,0,12
1016140979,,,1,0,0,3,36,212,5,58447
1035925426,,,2,0,0,0,0,0,0,3440
1371528,,,2,,0,0,0,0,0,302
1020890661,君子藏器于身，待时而动。,,1,,0,0,2,0,0,3646
1031605154,,,1,,0,0,0,0,0,2124
1889536,,,2,,0,0,0,1,0,1838
1019656199,吾日三省吾身：为人谋而不忠乎，与朋友交而不信乎，传不习乎？,,2,,0,0,5,20,0,83
1029073277,,,1,5,0,0,0,51,2,3021
1032151967,,,1,6,0,0,0,1,0,2758
9069805,,,1,6,0,0,0,0,0,9752
1023816833,,,1,,0,0,0,0,0,1556
1022839825,,,2,,0,0,0,0,0,0
1029009122,,,1,5,9,0,0,9,0,8097
1134973346,,,2,,0,0,1,1,0,2318
1025400399,,,1,5,0,0,0,0,0,641
1035965625,,,,,0,0,0,0,0,961
1018409663,,,1,,0,0,0,0,0,959
1134983817,,,1,5,3,0,0,0,0,8295
1025420580,,,1,5,0,0,0,0,0,1393
9231967,,,2,0,2,0,0,0,0,3064
1034062702,,,2,0,2,0,1,1,0,7300
1032155023,,,2,,0,0,1,0,0,1328
1031617287,,,1,,0,0,0,1,0,2718
1020064565,,,1,,0,0,1,0,0,725
1015132684,,,1,6,0,0,0,0,0,1648
1035801225,,,1,,0,0,0,0,0,1921
11838505,,,1,6,0,0,2,30,6,4628
1135196358,,,1,5,0,0,0,0,0,397
1028340966,,,1,5,5,0,0,3,0,2615
1035128945,,,1,5,0,0,0,0,0,6752
1017414257,做一只快乐的候鸟！,,1,0,0,0,0,1,0,815
1030336650,,,1,0,0,0,0,0,0,1652
1027678473,做喜欢的事情。,,1,5,1,0,0,3,0,493
1017556039,,,,,0,0,0,0,0,486
10754568,,,2,0,1,0,1,3,0,8945
1031756054,,,1,,0,0,0,0,0,3014
1031682748,,,2,,0,0,0,10,0,1225
1026015106,,,1,5,0,0,0,0,0,8078
1020366806,,,1,,0,0,0,0,0,428
1019074206,胸有文墨怀若谷，腹有诗书气自华,,2,5,1,0,3,25,0,2364
1030326833,,,2,,0,0,0,0,0,1865
1032828953,坚持学习 努力学习,,2,0,1,0,0,0,0,1853
1036055933,,,1,,0,0,1,3,1,563
1023411234,,,2,0,0,0,0,0,0,11636
1033343690,,,1,,0,0,0,0,0,1104
1020560042,,,2,0,1,0,0,0,0,1258
11032266,青春赋予你锋芒，请别让她失望。,,1,5,2,0,1,22,2,11140
1033730412,,,1,5,1,0,0,22,0,1698
590443,野马也，尘埃也，生物之以息相吹也。,,3,0,14,7,10,96,4,6427
1029985175,,,1,5,0,0,0,24,0,2340
1508393338,,,2,,0,0,0,0,0,733
1387981734,,,2,0,0,0,2,33,0,1713
1142028532,,,2,,0,0,0,0,0,28293
1401710215,,,2,,1,0,0,31,0,10305
1021881131,,,2,0,7,5,35,433,478,19117
1403129423,,,1,7,0,0,1,123,0,5052
1465253560,,,2,0,0,0,0,6,0,849
1407533683,态度决定选择,,1,4,0,0,0,0,0,11732
1387979702,大学辅导员，热爱中医学，热爱心理学,,2,0,5,2,2,54,0,6285
1411296884,,,1,,0,0,0,31,0,2692
1024595419,我是一名教育工作者，虽然已到中年，面对如今日新月异的发展变化，越来越感觉到自己的知识困乏，需要给自己充电……,,2,4,0,0,26,143,4,6917
1409700664,,,1,5,0,0,0,0,0,426
1024814043,,,1,0,0,0,4,92,0,7200
1147699968,,,1,5,0,0,1,9,0,1237
1506970435,中医康复理疗师,,2,0,0,0,0,7,0,25359
1409847549,,,2,0,0,0,5,23,1,4188
1499959461,,,1,0,0,0,1,5,0,850
1443424967,,,2,0,0,0,8,19,0,4056
1453288618,,,2,0,3,1,0,5,0,3688
1390906173,,,1,,0,0,0,3,0,544
1399710519,自强不息厚德载物,,1,7,1,1,0,0,0,6705
1446513903,想多学习点知识，扩大认知范围。,,3,,0,0,1,12,0,7530
1027132878,,,2,,0,0,1,105,0,14372
1035049478,我是一名幼儿教师，我叫孙娟,,1,0,0,1,3,107,0,8395
1139193424,,,1,0,0,0,5,53,0,8768
1145684943,,,2,,2,0,3,25,12,1435
8435409,,,2,,3,0,0,13,0,3493
1389148309,,,1,5,0,0,0,0,0,392
1148314553,,,1,6,0,0,0,0,0,25706
1035736710,含弘光大 继往开来～WeChat   yangxi186,,2,0,533,26,2,182,3,11657
4760405,,,2,,0,0,0,14,1,1687
1143445570,,,1,5,0,0,0,1,0,1487
1025151261,,,3,0,0,0,7,98,0,3202
1034389816,,,2,0,0,0,0,115,0,6273
1495587063,,,2,,0,0,1,17,0,731
1461686917,,,1,4,0,0,1,1,0,8555
1513031946,,,1,4,0,0,0,14,0,147
1433338807,,,,,0,0,0,0,0,401
1509773208,,,1,,0,0,0,63,0,595
1508687087,,,1,,0,0,0,12,0,3521
1480420712,葛爱平，女，汉族，1967年10月出生，中共党员，大学本科学历，工程硕士学位，高级工程师。取得三级心理咨询师资格。在企业工作二十多年，在高校工作5年。,,2,0,0,0,3,99,0,4394
9829234,,,1,,0,0,0,5,0,862
1428661096,,,1,5,0,0,0,0,0,6
1398584358,,,1,5,0,0,0,0,0,11355
1396829622,,,3,0,0,0,1,17,0,4079
1405479262,,,2,,0,0,0,22,0,1134
1025456335,,,2,0,1,1,0,49,0,4337
1493802536,,,1,5,0,0,0,10,0,5705
1384928692,,,2,6,0,0,0,0,0,1922
1428100316,,,1,,0,0,0,27,0,299
1506229804,,,1,,0,0,0,1,0,20
1477065693,,,1,0,0,0,0,0,0,1326
1478129423,,,1,5,0,0,0,0,0,5415
1506955219,,,3,0,0,0,1,0,0,0
1456714402,谢秋源,,2,0,7,1,0,44,0,35346
1461684194,,,1,0,0,0,0,24,0,916
1410302337,,,1,5,0,0,0,12,0,547
1409613911,,,2,0,1,0,0,0,0,1066
1505087986,,,2,0,1,0,0,32,0,2048
1501604420,,,1,5,0,0,0,0,0,583
1474132869,一直从事临床护理,,2,,0,1,16,134,0,3510
1448292473,,,3,0,0,0,0,0,0,741
1405480590,,,2,,0,0,2,9,0,2299
1474096041,,,2,0,0,0,8,34,0,10054
1484751705,"和天地并存，
与日月同光。",,1,4,0,0,0,36,0,5368
1496369003,,,2,0,0,0,0,11,0,1454
1387734511,,,2,,0,0,0,16,0,3394
1447327279,让生命绽放,,2,0,0,0,0,17,0,2179
1444688360,执业律师,,2,,0,0,0,32,3,6672
1389233880,，，，,,1,4,0,0,6,14,0,598
1498569717,,,1,0,0,0,0,7,0,1250
2600137,,,3,0,0,0,0,42,0,13600
1495334608,,,3,0,0,0,0,0,0,2177
1499485716,,,1,5,0,0,0,10,0,180
1503859427,,,1,0,0,0,0,0,0,19
1502318296,,,2,0,1,0,0,0,0,8080
1477049801,,,1,5,0,0,0,6,0,348
1499665720,,,1,0,0,0,0,0,0,327
1457038493,,,1,4,1,0,0,18,0,5896
1499873897,刘桂凤,,2,,0,0,0,0,0,955
1498958386,,,2,0,0,0,0,0,0,40
1497818441,,,1,5,0,0,0,0,0,667
1497758808,,,2,0,0,0,0,0,0,474
1497511762,学习新思想，争做新一代的有志青年,,2,0,0,0,0,1,0,70
1151666478,,,1,5,19,1,0,9,0,5477
1412361775,,,2,0,0,0,2,1,0,4636
1461759532,无,,1,4,0,0,0,19,0,1845
1465506449,,,2,0,0,0,0,8,0,2460
1392511567,,,3,0,0,0,0,0,0,7418
1475051041,,,2,0,0,0,0,6,0,999
1396946474,,,1,0,5,1,0,0,0,98800
1396483751,,,,,0,0,0,27,0,1834
9730808,,,2,0,0,0,1,4,3,16543
1449277904,,,2,0,0,0,8,72,0,11019
1469752655,,,2,5,0,0,0,0,0,31
1421338981,初中教师,,2,0,0,0,0,141,0,8991
1145845658,哈哈哈哈,,1,5,0,0,0,0,0,1311
1411986332,,,1,5,0,0,0,146,0,30989
1426922492,,,1,5,4,0,0,14,1,4519
2077356,,,2,0,0,0,6,111,22,362
1032561365,本人从事房地产营销管理工作，西南大学工商管理硕士。热爱心理学，儒学，希望通过自己的努力能够救治更多的人，为社会做微薄贡献。,,2,0,0,0,2,32,0,9229
1463965652,吴俊才,,2,0,0,0,5,416,0,25634
1396298392,,,2,0,0,0,1,299,0,3921
1448571551,,,2,0,0,0,0,16,0,8
1451948170,努力学习，抓住时间,,1,4,0,0,0,24,0,4161
1396166224,,,2,,0,0,0,300,4,3558
1397421374,细手折花残，本是同样年华，何来妒。,,2,0,2,0,0,0,0,1668
1402406363,,,3,,0,0,0,27,0,15299
1023998985,,,1,5,1,0,0,44,0,3815
1405933557,,,1,5,7,0,1,105,4,4291
1141699428,,,1,5,0,0,12,132,0,5070
1408687832,经过学习，我已经不是一个懒癌患者和咸鱼了，我现在是个快乐自律的好好学习生了！,,2,0,0,0,1,34,0,3401
1409122359,,,1,0,0,0,2,18,0,721
1028663654,,,1,5,0,0,0,11,0,19423
1398036138,,,1,5,0,0,11,109,0,7957
1386074024,,,1,,3,0,0,134,1,12530
9907182,,,2,,0,0,0,2,0,4638
1025491480,,,2,0,0,1,1,76,0,2269
1409446725,,,2,0,0,0,0,9,0,2229
1407314430,,,2,,0,0,1,1,0,23739
1144199311,,,1,0,0,0,0,145,2,5340
1410850068,,,1,5,0,0,0,96,0,15359
1149619303,,,1,5,0,0,0,55,0,6570
1396421877,,,2,,0,0,6,60,0,65
1143757002,,,2,4,0,0,0,18,0,1603
1385633248,,,1,5,0,0,0,12,0,1336
1407367069,,,1,5,0,0,0,11,0,713
1032729209,,,2,,0,0,3,8,0,481
1411927106,,,,,0,0,0,0,0,402
1021842073,,,2,0,6,1,9,111,0,9716
