用户Id,关注数,粉丝数,关注的人,粉丝
1150119559,0,0,[],[]
1029179353,0,0,[],[]
1386199909,0,0,[],[]
1386255597,0,0,[],[]
1030570373,1,0,[1021052453],[]
1150804264,0,0,[],[]
1388406839,0,0,[],[]
1386616982,0,0,[],[]
1034025748,0,0,[],[]
1386261408,0,0,[],[]
1386256522,0,0,[],[]
1035496807,0,0,[],[]
1386658753,0,0,[],[]
1386268730,1,0,[1151306701],[]
1388886728,0,0,[],[]
1387179488,0,0,[],[]
1386259479,0,0,[],[]
1386262874,0,0,[],[]
1386365844,1,0,[1029705413],[]
1386259452,0,0,[],[]
1386262161,0,0,[],[]
1386258552,0,0,[],[]
1386362188,0,0,[],[]
1386761259,0,0,[],[]
1386364940,1,0,[1413130299],[]
1386364066,0,0,[],[]
1386260278,0,0,[],[]
1150253616,0,0,[],[]
1386258630,0,0,[],[]
1386757729,1,0,[1422441996],[]
1383512707,0,0,[],[]
1386268356,0,0,[],[]
1386780294,0,0,[],[]
1386259495,0,0,[],[]
1386285187,1,0,[1435605733],[]
1386363282,0,0,[],[]
1386364129,0,0,[],[]
1386265638,0,0,[],[]
1386757695,0,0,[],[]
1386257475,0,0,[],[]
1386255723,0,0,[],[]
1386261094,1,0,[1422073072],[]
1146583163,0,0,[],[]
1386759436,0,0,[],[]
1386259346,0,0,[],[]
1386897607,0,0,[],[]
1386461776,0,0,[],[]
1387733521,0,0,[],[]
1388791123,0,0,[],[]
1386262034,0,0,[],[]
1386761321,0,0,[],[]
1386256542,0,0,[],[]
1386761206,0,0,[],[]
1386255759,0,0,[],[]
1386358619,1,1,[1386267714],[1386267714]
1386256560,0,0,[],[]
1386256547,0,0,[],[]
1386255688,0,0,[],[]
1386258486,0,0,[],[]
1386259344,0,0,[],[]
1386261017,0,0,[],[]
1386256612,0,0,[],[]
1386257551,0,0,[],[]
1386762939,0,0,[],[]
1386258524,0,0,[],[]
1386256521,0,0,[],[]
1386255651,2,1,"[1386262048, 1422073072]",[1386262048]
1386258473,0,0,[],[]
1385664512,0,0,[],[]
1386524136,0,0,[],[]
1386258507,0,0,[],[]
1386636196,0,0,[],[]
1386257496,0,0,[],[]
1387242880,0,3,[],"[1423713924, 1458782502, 1425897076]"
1386262031,0,0,[],[]
1386260123,0,0,[],[]
1386261129,0,1,[],[1386261153]
1383653054,0,0,[],[]
1034351180,0,0,[],[]
1151297761,0,0,[],[]
1026436041,0,0,[],[]
5806399,0,0,[],[]
1140974627,0,0,[],[]
1025005937,0,0,[],[]
1026012073,0,0,[],[]
1034104046,0,0,[],[]
1015547664,1,1,[1386729157],[1386729157]
1025577847,0,0,[],[]
1386262016,0,0,[],[]
1032103608,0,0,[],[]
1032157008,0,0,[],[]
1386255582,0,0,[],[]
1385918459,0,0,[],[]
1146101181,0,0,[],[]
1386258540,1,0,[1423167730],[]
1385957429,0,0,[],[]
1150397155,0,0,[],[]
1034283196,0,0,[],[]
1386258469,0,0,[],[]
1386194531,0,0,[],[]
1386259322,0,0,[],[]
1386358789,0,0,[],[]
1386365806,0,0,[],[]
1384085817,0,0,[],[]
1025191406,0,0,[],[]
1386144553,0,0,[],[]
1034288267,0,0,[],[]
1386266499,1,0,[1423149856],[]
1025588967,0,0,[],[]
1386144288,0,0,[],[]
1137812593,0,0,[],[]
1386261011,0,0,[],[]
1030483637,0,0,[],[]
1386255593,1,0,[1435614624],[]
1027468854,0,2,[],"[1385445533, 12878154]"
1151517790,0,0,[],[]
1025653026,0,0,[],[]
1387816372,0,0,[],[]
1384983914,0,0,[],[]
1386744538,0,0,[],[]
1015824160,0,0,[],[]
1384437685,0,0,[],[]
1386269016,0,0,[],[]
1386361326,0,0,[],[]
1385664947,0,0,[],[]
1386294088,0,0,[],[]
1386362384,0,0,[],[]
1386259361,0,0,[],[]
1386759451,0,0,[],[]
1384640283,0,0,[],[]
1034349430,0,0,[],[]
1386358703,0,0,[],[]
1385777464,0,0,[],[]
1386257511,0,0,[],[]
1386265516,0,0,[],[]
1386266531,0,0,[],[]
1383557272,0,0,[],[]
1141818357,0,0,[],[]
1386363089,0,0,[],[]
1386645686,0,0,[],[]
1386270046,1,0,[1435605733],[]
1016503265,0,51,[],"[6015003, 1034808552, 1390662886, 1135066594, 1145708492, 1139938292, 1035842933, 1383310779, 1137802267, 1030092328, 1022692280, 1144465785, 1149840327, 1033607765, 1137879683, 1137629855, 1151176774, 1015096922, 1020043987, 8942377, 1142545531, 1034799818, 2303236, 1028275363, 1036111787, 1405716578, 1140746381, 1386638288, 1389783215, 1017380829, 1030192677, 1018496439, 1023692807, 1014583795, 1026898200, 1019709962, 11059269, 1135615389, 1021123248, 7170690, 5001180, 1025490477, 1014281441, 12308942, 7845773, 1028071869, 1030965295, 1028094331, 1023126950, 1015638839, 7813800]"
1025576314,0,7,[],"[5191311, 1136974804, 1027880359, 1033693753, 1015400556, 1388891890, 1444824640]"
1015508038,0,0,[],[]
1385822349,0,0,[],[]
1025663286,0,0,[],[]
1385993240,0,0,[],[]
1148272890,1,0,[2166809],[]
1136526898,0,0,[],[]
1020557915,0,1,[],[1036111787]
1384299545,0,0,[],[]
1148169442,0,0,[],[]
1147760565,0,0,[],[]
1386362368,0,0,[],[]
5438499,0,0,[],[]
1016236436,0,0,[],[]
1383358395,0,0,[],[]
1385578591,0,0,[],[]
1146146319,0,0,[],[]
1385756081,0,0,[],[]
5194776,0,0,[],[]
1150843546,1,0,[1149105914],[]
1030302078,0,0,[],[]
1025575877,0,0,[],[]
1034082908,0,0,[],[]
5291555,0,0,[],[]
1385824337,0,0,[],[]
1146030022,0,0,[],[]
1385902116,0,0,[],[]
1385660348,1,0,[1028296679],[]
1032974209,0,0,[],[]
5000175,0,0,[],[]
1385922032,0,0,[],[]
1147146106,23,1,"[1146385813, 1145658794, 1145078851, 1136779015, 7127659, 10913294, 12458198, 1026410790, 1135736186, 1388668008, 1149936583, 1028296679, 1399726878, 1148981836, 1384550711, 1032549727, 1035885418, 1141654680, 2166809, 1034962474, 1017565565, 1142732162, 1148913572]",[1146385813]
1383761905,0,0,[],[]
1384380577,0,0,[],[]
1150512459,0,0,[],[]
1149800498,1,0,[1145742629],[]
1149043290,0,0,[],[]
1384285161,1,0,[4563196],[]
1150563587,0,0,[],[]
1385520622,0,0,[],[]
3261992,0,0,[],[]
12313197,0,0,[],[]
1150248940,0,0,[],[]
1385517665,0,0,[],[]
1022531094,0,0,[],[]
1384910151,0,0,[],[]
1145776761,0,0,[],[]
1146101984,1,0,[1027789267],[]
1028297722,1,1,[1019765528],[1386020643]
1145616521,0,0,[],[]
1145933647,1,0,[1138019440],[]
1025155715,0,0,[],[]
1146130821,0,0,[],[]
1146846750,0,0,[],[]
1024635669,0,0,[],[]
1024945893,0,0,[],[]
1144680435,0,0,[],[]
1024635475,0,0,[],[]
1024796512,0,0,[],[]
1024954382,0,0,[],[]
1025594543,0,0,[],[]
1147798657,0,0,[],[]
1033390648,0,0,[],[]
1024831225,0,0,[],[]
1144676659,0,0,[],[]
1025892569,0,0,[],[]
1139336266,0,0,[],[]
1024959121,0,1,[],[1014583795]
1025449908,0,0,[],[]
1147904841,0,0,[],[]
1024838002,0,0,[],[]
1025155436,0,0,[],[]
1146149303,0,0,[],[]
1144743529,0,0,[],[]
1029841975,0,0,[],[]
1029808674,0,0,[],[]
1024615539,0,0,[],[]
1144769683,0,0,[],[]
1144661537,0,0,[],[]
1024504890,0,0,[],[]
1026042205,0,0,[],[]
1144756698,0,0,[],[]
1029821780,0,0,[],[]
1142247949,0,0,[],[]
1024830609,0,0,[],[]
1146905473,0,0,[],[]
1143669707,0,0,[],[]
1026384222,0,0,[],[]
1024787941,0,0,[],[]
1024856086,0,0,[],[]
1144677635,0,0,[],[]
1146653199,0,0,[],[]
1024793087,0,0,[],[]
1146788770,0,0,[],[]
1024959038,0,0,[],[]
1025236040,1,0,[1024595618],[]
1146197440,0,0,[],[]
1024960099,0,0,[],[]
1145664772,0,0,[],[]
1024960027,1,0,[1024595618],[]
1025072490,0,0,[],[]
1025194646,0,0,[],[]
1024409795,0,0,[],[]
1146385852,0,1,[],[1144064591]
1146147189,0,0,[],[]
1146007304,0,0,[],[]
1024431886,0,0,[],[]
10973679,3,0,"[1398291533, 1015734564, 1150565531]",[]
1024829036,0,0,[],[]
1025062314,1,0,[1020416756],[]
1146113538,0,0,[],[]
1146128655,0,0,[],[]
1026567435,0,0,[],[]
1015733556,0,0,[],[]
1142815036,1,1,[1142800960],[1142800960]
1036105840,0,0,[],[]
1024808431,0,0,[],[]
1025357168,0,0,[],[]
1014135138,0,0,[],[]
1024864677,0,0,[],[]
1145687540,0,0,[],[]
1137469647,0,0,[],[]
1025388549,0,0,[],[]
1015470364,0,0,[],[]
1145603430,0,0,[],[]
1145070924,0,1,[],[1147676328]
1595066,0,0,[],[]
1135101336,0,0,[],[]
1395729516,15,1,"[1034961363, 2059802, 1406339514, 1392398356, 1408370366, 1019767621, 1147924196, 1403936444, 4462001, 1148276807, 1410286553, 1384382042, 1020221365, 1423958660, 1036090014]",[1029858127]
1027689534,0,0,[],[]
1017676866,15,1,"[2675338, 2059802, 1022638227, 1015132041, 1142347230, 1021118871, 2500205, 1144404954, 1028296679, 1022723301, 1151362967, 9897326, 1388156865, 1016335722, 1387871878]",[1021118871]
1411731837,0,0,[],[]
1310040,0,0,[],[]
1149336075,0,1,[],[1477147866]
1436802461,0,0,[],[]
1398342080,0,0,[],[]
1501280427,0,0,[],[]
1438600018,0,0,[],[]
1522125675,0,0,[],[]
1500262806,0,0,[],[]
1507631693,0,0,[],[]
1519610363,0,0,[],[]
1485928320,0,0,[],[]
1490833238,0,0,[],[]
1031358438,0,2,[],"[1444396917, 1422323393]"
1478538419,0,0,[],[]
1140596893,0,0,[],[]
1410181686,0,0,[],[]
1499155057,0,0,[],[]
1472934517,0,0,[],[]
1396975294,1,0,[6537518],[]
1146550644,0,0,[],[]
1477450895,0,0,[],[]
1471112420,0,0,[],[]
1151696840,0,0,[],[]
1503776773,1,0,[1399162787],[]
1028712872,1,0,[1143759801],[]
1490045997,0,0,[],[]
1445716617,0,0,[],[]
1421909062,0,0,[],[]
1414413536,0,0,[],[]
1475538965,0,0,[],[]
1473805215,0,0,[],[]
1478942090,0,0,[],[]
1478606860,0,0,[],[]
1017873099,0,0,[],[]
1474152702,0,0,[],[]
1478418090,0,0,[],[]
1477248330,0,0,[],[]
1414121973,0,0,[],[]
1135113155,0,0,[],[]
1446357181,0,0,[],[]
1476640284,0,0,[],[]
1476924140,0,0,[],[]
1136114393,0,0,[],[]
1396473168,0,0,[],[]
1464766101,0,0,[],[]
1429998856,0,0,[],[]
1425362938,2,0,"[1494688, 1150971432]",[]
1467498440,0,0,[],[]
1470139138,0,0,[],[]
1426489376,0,0,[],[]
1148730025,0,0,[],[]
1405718890,1,0,[1397245007],[]
1409822036,0,0,[],[]
1402236079,2,0,"[1014845691, 1397245007]",[]
2544520,8,0,"[1143215365, 1027197466, 1142084214, 2493955, 318013, 1147638572, 5741547, 6537518]",[]
1421418614,0,0,[],[]
1410436686,2,11,"[1403951432, 1387897851]","[1418481581, 1420366458, 1418461304, 1035219456, 1384542803, 1418488731, 1419006701, 1419944265, 1418474850, 1408823767, 1417272758]"
1432398577,0,0,[],[]
1517206028,0,0,[],[]
1511396668,1,0,[1443375806],[]
1025386357,0,0,[],[]
1488750678,0,0,[],[]
1405970694,0,0,[],[]
1443940280,1,0,[1145032026],[]
1151633989,0,0,[],[]
1454778505,0,0,[],[]
1453322970,1,0,[1019542320],[]
1491879166,0,0,[],[]
1513545577,0,0,[],[]
1491999435,0,0,[],[]
1499300431,13,1,"[1387897851, 1386585703, 1150102760, 1403951432, 1397245007, 1397135534, 5850197, 1397992195, 1151414418, 1149147434, 1404248871, 1404251909, 1410790986]",[1448681652]
1385761328,0,0,[],[]
1396339402,0,0,[],[]
1414374398,0,0,[],[]
1396957129,0,0,[],[]
1464696580,0,0,[],[]
1459628181,0,0,[],[]
1139631282,1,0,[1397245007],[]
1475869126,0,0,[],[]
1135657589,0,0,[],[]
1416750491,3,1,"[1417882618, 1415271730, 1414896699]",[1417882618]
1035590878,0,0,[],[]
1444779875,2,0,"[1493747, 1398291533]",[]
1452705554,0,0,[],[]
1414856370,1,0,[1025691473],[]
1449831904,0,0,[],[]
1445668080,0,0,[],[]
1410550368,0,0,[],[]
1144664220,11,0,"[1143215365, 1014454741, 1136109428, 1397316285, 1028725862, 1396848170, 1767170, 1405248523, 1517004, 5850197, 1135960203]",[]
1448201675,0,0,[],[]
1143664116,0,0,[],[]
1025653213,0,0,[],[]
1021653941,0,0,[],[]
1137362365,0,0,[],[]
1391132787,0,0,[],[]
1439000415,0,0,[],[]
1030670779,1,0,[1388999046],[]
1384839007,0,0,[],[]
1395821807,0,0,[],[]
1137725273,0,0,[],[]
1030868817,6,5,"[1523527654, 1428204259, 1135629356, 1035885418, 1482275719, 1501505272]","[1523527654, 1428204259, 1136048917, 1135629356, 1501505272]"
1146044659,2,0,"[1386693983, 1145522662]",[]
1147162913,0,0,[],[]
1439239163,0,0,[],[]
1435451009,0,0,[],[]
1414521789,0,0,[],[]
1427581569,0,0,[],[]
1426816284,0,0,[],[]
1417767293,1,0,[1414489859],[]
1420874778,0,0,[],[]
1416822367,0,0,[],[]
1432522961,0,0,[],[]
1430017844,0,0,[],[]
1433320623,0,0,[],[]
1025419924,2,13,"[1028172300, 1025065682]","[1028172300, 1138185169, 1422618563, 1031482866, 1151250645, 1429666435, 1386971806, 1400372929, 1408963715, 1386625340, 1149078561, 1031293990, 1392231428]"
1431651907,0,0,[],[]
1031141656,0,0,[],[]
1016169225,0,0,[],[]
1147210805,0,0,[],[]
1147050898,0,0,[],[]
1398170856,0,0,[],[]
1146892382,1,0,[1021700179],[]
1141888375,0,0,[],[]
1146007411,0,0,[],[]
1390753486,0,0,[],[]
1401741782,0,0,[],[]
1384487493,0,0,[],[]
1144574307,0,0,[],[]
1141881429,0,0,[],[]
12131217,0,0,[],[]
1029460642,0,0,[],[]
1027353521,0,0,[],[]
1399126937,0,0,[],[]
1515199695,0,0,[],[]
1491518389,0,0,[],[]
1513253490,0,0,[],[]
1404586412,0,0,[],[]
1422452045,1,0,[1015733610],[]
1512223842,0,0,[],[]
1432508694,129,2,"[1444113809, 1031835204, 1413027134, 1463852807, 1397951705, 7377598, 1150565531, 1494023, 1025765104, 1145614110, 1493900, 1015825815, 1146799428, 1137312547, 2265096, 1470173067, 1019711085, 1399409026, 1413366741, 6073004, 1448459815, 1149343989, 1449526559, 9897326, 1034662097, 8037185, 1494125, 1405832247, 3700421, 1388741241, 9377102, 1014205552, 1440689625, 1150925727, 1141923543, 1446730867, 13034511, 1398729431, 1695443, 1024171845, 1384544073, 1021675184, 1470786557, 1443363807, 1149965975, 1019616999, 1495732, 1414048107, 1135335629, 1034960448, 1149775545, 1151656085, 1956910, 1021612242, 1151519956, 1397219760, 1385437091, 1035943239, 1136092813, 1031362626, 7909498, 1467109873, 1148073514, 1446719857, 1669973, 1017675044, 6537518, 1494747, 1019709962, 1015091022, 1493638, 1384541522, 1139204914, 1151447287, 1407872944, 1493580, 1030791087, 1032555306, 1138850114, 1029353470, 1019111382, 1142350012, 1028296679, 1494690, 1494499, 1494496, 1135927567, 1018420814, 1388866870, 1493288, 1391087019, 1151195164, 1387804987, 1151635168, 9216138, 1027784773, 1398275422, 1493151, 1493148, 1148616186, 1147779004, 1391396468, 1148238059, 1493581, 1021001223, 1397254828, 1147655105, 12882924, 1446683859, 1145029398, 1142350072, 1135181082, 1146210660, 5162105, 1493998, 1446726848, 1496813, 5001392, 1019126019, 1493801, 1398402971, 4462001, 1383329126, 1019765808, 1493231, 1147641901, 1403951557, 2329278, 1024387779, 1493579]","[10796029, 1145029398]"
1467696208,0,0,[],[]
1459653696,0,0,[],[]
1389078948,12,3,"[1396269497, 1017628023, 1015733610, 1398227426, 1443375806, 1145239752, 1444946811, 1147638572, 5850197, 1028296679, 1399227128, 1151188930]","[1398227426, 1410223068, 1151188930]"
1509594649,0,0,[],[]
1518220933,0,0,[],[]
1461916018,0,0,[],[]
1456867995,4,0,"[1449263104, 1449515048, 1449259559, 1449309693]",[]
1457404871,0,0,[],[]
1518187201,0,0,[],[]
1518333909,0,0,[],[]
1518283860,0,0,[],[]
1516627681,0,0,[],[]
1516490532,0,0,[],[]
1516549461,0,0,[],[]
1516095578,0,0,[],[]
1512614575,0,0,[],[]
1501500250,0,0,[],[]
10987861,0,2,[],"[1034082487, 1033344593]"
1143446902,0,0,[],[]
1448948050,1,0,[1443375806],[]
1390372939,0,0,[],[]
1025270685,21,0,"[1027357085, 1019706694, 1566069, 1142678905, 1020136461, 1142683102, 1410284360, 1496593, 1142685299, 1014597203, 1496474, 1034960448, 1567079, 1020515458, 12889495, 1142684616, 1431772641, 1036047704, 1405776438, 1142539076, 1015111999]",[]
1487898459,0,0,[],[]
1459785410,0,0,[],[]
1493736412,0,0,[],[]
1411084665,0,0,[],[]
1022073452,4,0,"[1463872816, 1410290005, 1560057, 1443375806]",[]
1518806822,0,0,[],[]
1520926771,0,0,[],[]
1503789505,0,0,[],[]
1518270765,0,0,[],[]
1514642689,0,0,[],[]
1425974384,0,0,[],[]
1421901525,0,0,[],[]
1517436945,0,0,[],[]
1523290666,0,0,[],[]
1517876266,0,0,[],[]
1516013625,0,0,[],[]
1458831914,0,0,[],[]
1516115458,0,0,[],[]
1517510748,1,0,[1396587897],[]
1516359962,2,0,"[1443375806, 1396587897]",[]
1516722441,0,0,[],[]
1522829017,1,0,[1015733610],[]
1139253227,0,0,[],[]
1516454201,0,0,[],[]
1519937489,0,0,[],[]
1516421272,0,0,[],[]
1523268808,0,0,[],[]
1518408189,0,0,[],[]
1516415133,0,0,[],[]
1515503426,0,0,[],[]
1516461465,1,0,[1396587897],[]
1516865386,0,0,[],[]
1516458111,0,0,[],[]
1515700041,0,0,[],[]
1410597726,0,0,[],[]
1517261950,0,0,[],[]
1506155023,0,0,[],[]
1416610855,0,0,[],[]
1517849169,0,0,[],[]
1517603034,0,0,[],[]
1516605201,0,0,[],[]
1478304870,1,0,[1493747],[]
1516572614,0,0,[],[]
1517619859,0,0,[],[]
1516019199,0,0,[],[]
1516150042,0,0,[],[]
1515746755,0,0,[],[]
1518752384,0,0,[],[]
1516681301,0,0,[],[]
1517947611,0,0,[],[]
1516413715,0,0,[],[]
1517279025,0,0,[],[]
1518215205,0,0,[],[]
1516460722,0,0,[],[]
1138976284,0,0,[],[]
1522959326,0,0,[],[]
1516579197,0,0,[],[]
1518026088,0,0,[],[]
1516390072,0,0,[],[]
1517412477,0,0,[],[]
1521229430,0,0,[],[]
1518306941,0,0,[],[]
1518362330,0,0,[],[]
1518231857,0,0,[],[]
1521013025,0,0,[],[]
1521736989,0,0,[],[]
1516412886,0,0,[],[]
1516551852,0,0,[],[]
1518303003,0,0,[],[]
1521686305,0,0,[],[]
1516566622,0,0,[],[]
1411853781,0,0,[],[]
1479162195,0,0,[],[]
1515916654,0,0,[],[]
1025258920,5,0,"[1149838874, 1398291533, 1414081588, 1029917765, 1411378240]",[]
1516039874,0,0,[],[]
1518411972,0,0,[],[]
1518636705,0,0,[],[]
1420127606,0,0,[],[]
1516024767,0,0,[],[]
1517604103,0,0,[],[]
1516031935,0,0,[],[]
1516257985,0,0,[],[]
1497075276,0,0,[],[]
1487278273,0,0,[],[]
1515999565,0,0,[],[]
1516472930,0,0,[],[]
1512928651,0,0,[],[]
1515288055,0,0,[],[]
1516416579,0,0,[],[]
1518300298,0,0,[],[]
1516323376,0,0,[],[]
1518152479,0,0,[],[]
1138859558,0,0,[],[]
1517231371,0,1,[],[1516482868]
1500334305,0,0,[],[]
1517692267,0,0,[],[]
1516597285,0,0,[],[]
1516553867,0,0,[],[]
1516551588,0,0,[],[]
1518279210,0,0,[],[]
1496209541,0,0,[],[]
1516558253,0,0,[],[]
1517233521,0,0,[],[]
1516416310,0,0,[],[]
1398927482,0,0,[],[]
1514603372,0,0,[],[]
1517647326,0,0,[],[]
1518187701,0,0,[],[]
1406894545,1,1,[1413682191],[1413682191]
1521981579,0,0,[],[]
1516053010,0,0,[],[]
1516978022,0,0,[],[]
1017454685,0,0,[],[]
1516432222,0,0,[],[]
1502162420,0,0,[],[]
1509224539,0,0,[],[]
1480045597,1,0,[1413690757],[]
1519195614,0,0,[],[]
1518468873,0,0,[],[]
1517432313,0,0,[],[]
1521510291,0,0,[],[]
1516557669,0,1,[],[1516482868]
1517502425,0,0,[],[]
1495857355,0,0,[],[]
1515199848,0,0,[],[]
1517605152,0,0,[],[]
1139011161,0,0,[],[]
1516580832,0,0,[],[]
1515327086,0,0,[],[]
1139258273,0,0,[],[]
1138785771,0,0,[],[]
1520225164,0,0,[],[]
1520964464,0,0,[],[]
1516146102,0,0,[],[]
1410330434,0,0,[],[]
1516279914,0,0,[],[]
1481234077,0,1,[],[1516482868]
1517226239,0,0,[],[]
1516657087,0,0,[],[]
1516275558,0,0,[],[]
1516482868,19,1,"[1427983708, 1516557669, 1510088454, 1517231371, 1515266164, 1517603730, 1519848529, 1520966863, 1396587897, 1516029205, 1517907856, 1516545578, 1481234077, 1517690659, 1425690828, 1443375806, 1513491361, 1515305032, 1516358078]",[1517690659]
1516057581,0,0,[],[]
1518235873,0,0,[],[]
1516130687,0,0,[],[]
1456320931,0,0,[],[]
1451760527,0,0,[],[]
1487722802,0,0,[],[]
1518286439,0,0,[],[]
1477617704,0,0,[],[]
1515507688,0,0,[],[]
1515724358,0,0,[],[]
1516116723,0,0,[],[]
1516010310,0,0,[],[]
1516100706,0,0,[],[]
1516025753,0,0,[],[]
1516316947,0,0,[],[]
1516791449,0,0,[],[]
1519686410,0,0,[],[]
1412564986,0,0,[],[]
1516536374,0,0,[],[]
1139021323,0,0,[],[]
1138931472,0,0,[],[]
1516906119,0,0,[],[]
1517795938,0,0,[],[]
1516134954,0,0,[],[]
1515436029,0,0,[],[]
1439987083,0,0,[],[]
1515748844,0,0,[],[]
1518019850,0,0,[],[]
1518379579,0,0,[],[]
1515154153,0,0,[],[]
1516469102,0,0,[],[]
1517597621,0,0,[],[]
1515014625,0,0,[],[]
1517247156,0,0,[],[]
1138322505,0,0,[],[]
1516578392,0,0,[],[]
1515116450,1,0,[1396587897],[]
1516458847,0,0,[],[]
1511772660,0,0,[],[]
1513456267,0,0,[],[]
1516502810,0,0,[],[]
1516533868,0,0,[],[]
1516060933,0,0,[],[]
1517794327,0,0,[],[]
1482799627,0,0,[],[]
1516328936,0,0,[],[]
1516715630,0,0,[],[]
1517152554,0,0,[],[]
1518208930,0,0,[],[]
1485330771,0,0,[],[]
1516795812,0,0,[],[]
1516160888,0,0,[],[]
1516435035,0,0,[],[]
1516804304,0,0,[],[]
1517914105,0,0,[],[]
1517883162,0,0,[],[]
1517216581,0,0,[],[]
1515798731,0,0,[],[]
1517968281,0,0,[],[]
1516400715,0,0,[],[]
1398700592,0,0,[],[]
1516420362,0,0,[],[]
1514992700,0,0,[],[]
1517234319,0,0,[],[]
1516778849,0,0,[],[]
1514977334,0,0,[],[]
1516674998,0,0,[],[]
1405317905,0,0,[],[]
1517410491,0,0,[],[]
1516688687,0,0,[],[]
1516405324,0,0,[],[]
1018656046,0,0,[],[]
1426896133,2,0,"[1396800913, 1421887967]",[]
1517616095,0,0,[],[]
1516431180,0,0,[],[]
1485283831,0,0,[],[]
1516620887,0,0,[],[]
1516746723,0,0,[],[]
1516416941,0,0,[],[]
1460938069,0,0,[],[]
1516615452,0,0,[],[]
1515518650,1,0,[1396587897],[]
1387575841,0,0,[],[]
1516739234,0,0,[],[]
1421914466,0,0,[],[]
1515484095,0,0,[],[]
1516692225,0,0,[],[]
1516547411,0,0,[],[]
1147638346,0,0,[],[]
1486746220,0,0,[],[]
1516150622,0,0,[],[]
1516491502,0,0,[],[]
1516436394,0,0,[],[]
1515606661,0,0,[],[]
1516945924,0,0,[],[]
1516299423,0,0,[],[]
1516420470,0,0,[],[]
1440017412,0,0,[],[]
1516426250,0,0,[],[]
1516588240,0,0,[],[]
1516529417,0,0,[],[]
1389362278,0,0,[],[]
1516447941,0,0,[],[]
1516574721,0,0,[],[]
1516552764,0,0,[],[]
1516422832,0,0,[],[]
1516214160,0,0,[],[]
1404240782,0,0,[],[]
1516585711,1,0,[1396587897],[]
1515210563,0,0,[],[]
1516361761,0,0,[],[]
1516127655,0,0,[],[]
1516483888,0,0,[],[]
1515321225,0,0,[],[]
1515999263,0,0,[],[]
1516429951,0,0,[],[]
1516419222,0,0,[],[]
1516107216,0,0,[],[]
1516422040,0,0,[],[]
1516094678,0,0,[],[]
1484746312,0,0,[],[]
1516215388,0,0,[],[]
1516414472,0,0,[],[]
1516446249,0,0,[],[]
1516262820,0,0,[],[]
1516029205,0,1,[],[1516482868]
1516133443,0,0,[],[]
1516032131,0,0,[],[]
1515650113,1,0,[1396587897],[]
1516258271,0,0,[],[]
1512469809,0,0,[],[]
1434858129,2,0,"[5850197, 4462001]",[]
1150343111,0,0,[],[]
1035344013,0,0,[],[]
1516000737,0,0,[],[]
1138744141,0,0,[],[]
1515916857,0,0,[],[]
1515167049,0,0,[],[]
1509655725,1,0,[1443375806],[]
1514890797,0,0,[],[]
1511038470,0,0,[],[]
1138821291,0,0,[],[]
1514745617,0,0,[],[]
1514041458,0,0,[],[]
1427876042,0,0,[],[]
1419004679,0,0,[],[]
1413881993,0,0,[],[]
1149075389,0,0,[],[]
1512865320,0,0,[],[]
1023929508,0,0,[],[]
1149068951,0,0,[],[]
1405098939,1,0,[1384324766],[]
1149231057,0,0,[],[]
1485080766,0,0,[],[]
1384540866,11,1,"[477063, 1015733610, 1149835243, 1020063279, 1566063, 1019775170, 1149607199, 1735249, 1626469, 1395858286, 1015105743]",[1404675527]
1450150144,0,0,[],[]
1464754299,0,0,[],[]
1469200882,0,0,[],[]
1500401063,0,0,[],[]
1150162722,0,0,[],[]
1436805439,0,0,[],[]
1447201904,0,0,[],[]
1508503321,0,0,[],[]
1387400531,0,0,[],[]
1144333511,0,0,[],[]
1444427664,0,0,[],[]
1383440753,1,0,[318013],[]
1399830943,0,0,[],[]
1427298203,0,0,[],[]
1484784909,0,0,[],[]
1425634481,0,0,[],[]
1452952615,0,0,[],[]
1030454093,0,0,[],[]
1143679580,2,1,"[1401193796, 4462001]",[1401193796]
1475452097,0,0,[],[]
1148298448,0,0,[],[]
1019904512,0,0,[],[]
1410165777,0,0,[],[]
1414689270,3,1,"[1019612675, 1029137429, 1443375806]",[1384066233]
1476294984,0,0,[],[]
1499793342,0,0,[],[]
1441738619,0,0,[],[]
1032393356,1,0,[1443375806],[]
1387927687,0,0,[],[]
1504273454,0,0,[],[]
1434724775,0,0,[],[]
1384733832,2,0,"[1411697398, 1151347902]",[]
1430998218,0,0,[],[]
1150474481,0,0,[],[]
1436467648,0,0,[],[]
1471532216,0,0,[],[]
1408623584,0,0,[],[]
1422404431,0,0,[],[]
1383663909,0,0,[],[]
1423694485,0,0,[],[]
1141938028,0,0,[],[]
1146367965,0,0,[],[]
1506350007,0,0,[],[]
1439684075,0,0,[],[]
1151484497,0,0,[],[]
1146919497,0,0,[],[]
1423742991,0,0,[],[]
1144383361,0,0,[],[]
1144789295,1,0,[318013],[]
1506764550,0,0,[],[]
1442405550,0,0,[],[]
1435471894,0,1,[],[1025065608]
1495811745,0,0,[],[]
1401687713,0,0,[],[]
1424912667,0,0,[],[]
1506202758,0,0,[],[]
1455843558,0,0,[],[]
1136747618,0,0,[],[]
1445387711,0,0,[],[]
1142817797,1,0,[1027801890],[]
1463357391,0,0,[],[]
1015015682,0,0,[],[]
1413143296,1,0,[1413364356],[]
1505486200,0,0,[],[]
1495581241,0,0,[],[]
